1.031,0.819,0.446,1.248,0.394,0.0,0.685,0.651,0.434,1.403,1.362,0.504,0.49,0.343,0.155,0.636,0.95,0.399,1.701,1.947,0.656,0.795,0.524,0.11,1.181,1.532,0.664,6.175,4.448,1.507,3.843,1.658,0.217,2.511,3.776,1.489,4.464,2.692,1.272,4.957,1.54,0.229,2.543,2.229,1.03,
0.617,0.155,0.0,0.414,0.317,0.0,0.297,0.203,0.0,0.262,0.155,0.0,0.203,0.11,0.0,0.252,0.135,0.0,0.524,0.232,0.0,0.272,0.246,0.0,0.66,0.322,0.0,1.351,0.689,0.078,1.748,0.492,0.0,1.112,0.918,0.217,0.981,0.381,0.078,2.107,0.439,0.0,0.693,0.757,0.203,
0.191,0.536,0.329,0.33,0.409,0.0,0.31,0.695,0.333,0.503,1.091,0.454,0.439,0.657,0.0,0.644,1.413,0.5,0.322,0.902,0.469,0.404,0.558,0.135,0.746,1.853,0.815,0.824,2.694,1.102,1.41,1.893,0.278,1.41,4.764,2.036,0.619,1.841,0.641,0.818,1.244,0.219,0.98,2.789,1.166,
0.252,1.034,0.377,0.232,0.298,0.11,0.189,0.63,0.34,0.496,2.028,0.722,0.217,0.925,0.11,0.229,1.088,0.568,0.284,1.113,0.75,0.189,0.461,0.078,0.265,0.982,0.847,1.179,3.181,1.332,0.814,2.063,0.305,0.896,2.534,1.653,0.857,1.926,0.831,0.84,1.34,0.203,0.58,1.702,0.901,
1.023,0.416,0.078,0.589,0.413,0.0,0.439,0.517,0.272,0.623,0.562,0.0,0.404,0.262,0.0,0.461,0.43,0.272,0.383,0.548,0.219,0.377,0.278,0.0,0.36,0.631,0.173,1.233,0.821,0.5,1.416,0.898,0.078,1.111,1.083,0.385,1.128,0.663,0.191,1.447,0.726,0.0,0.835,0.884,0.217,
0.697,0.602,0.155,1.266,0.553,0.078,0.913,1.588,0.851,0.713,1.136,0.243,0.904,0.518,0.078,1.112,2.025,0.79,0.603,0.862,0.358,1.17,0.698,0.11,1.382,2.625,1.088,2.352,2.243,0.621,3.513,1.875,0.221,3.824,5.892,2.079,1.872,1.45,0.351,3.765,1.492,0.11,3.317,5.036,1.548,
0.203,0.516,0.135,0.465,0.448,0.0,0.306,0.567,0.255,0.173,0.385,0.11,0.351,0.241,0.0,0.333,0.399,0.11,0.173,0.314,0.11,0.155,0.388,0.0,0.336,0.609,0.438,0.659,0.919,0.348,0.803,0.795,0.078,1.073,1.401,0.556,0.533,0.6,0.257,1.036,0.825,0.11,0.517,1.099,0.394,
0.691,0.29,0.0,0.9,0.443,0.0,0.601,0.578,0.504,0.68,0.34,0.078,0.536,0.512,0.0,0.436,0.617,0.078,0.793,0.711,0.078,1.009,0.574,0.0,0.688,0.91,0.314,2.703,2.031,0.265,3.897,1.988,0.173,1.943,2.197,0.741,1.991,1.358,0.252,4.778,1.579,0.206,1.613,1.654,0.767,
0.371,0.821,0.358,0.203,0.504,0.0,0.11,0.674,0.378,0.078,0.658,0.203,0.135,0.478,0.0,0.0,0.612,0.173,0.203,1.646,0.615,0.189,0.848,0.173,0.173,1.295,0.818,0.788,2.306,0.986,0.557,1.582,0.362,0.413,2.62,1.394,0.314,1.524,0.446,0.414,1.181,0.241,0.27,1.912,0.81,
1.004,0.582,0.078,0.829,0.429,0.0,0.57,0.527,0.175,0.779,0.905,0.173,0.404,0.429,0.078,0.613,0.787,0.305,1.125,0.942,0.217,0.564,0.511,0.078,0.696,1.1,0.333,4.117,2.572,0.672,2.971,1.412,0.078,2.743,3.229,0.884,2.291,1.728,0.399,3.258,1.314,0.175,1.702,2.077,0.733,
0.544,0.294,0.0,0.528,0.299,0.0,0.275,0.322,0.191,0.428,0.452,0.0,0.241,0.155,0.078,0.29,0.419,0.135,0.398,0.615,0.0,0.229,0.275,0.0,0.448,1.164,0.203,1.817,1.432,0.305,1.303,0.916,0.078,1.505,1.535,0.676,1.16,0.968,0.155,1.59,0.644,0.11,0.95,0.931,0.284,
0.284,0.595,0.219,0.281,0.347,0.11,0.341,0.743,0.278,0.262,0.567,0.351,0.284,0.347,0.078,0.175,0.662,0.347,0.189,0.742,0.479,0.371,0.432,0.302,0.33,1.407,0.526,0.942,1.6,0.557,1.421,1.378,0.341,1.086,2.711,1.295,0.642,1.022,0.358,0.973,1.094,0.262,0.785,1.859,0.926,
0.491,0.504,0.229,0.265,0.302,0.0,0.686,1.057,0.586,0.308,0.441,0.11,0.31,0.429,0.0,0.58,1.191,0.536,0.562,0.857,0.452,0.11,0.401,0.0,0.545,1.623,0.732,1.276,1.603,0.679,0.553,0.814,0.078,1.639,3.197,1.705,1.044,1.043,0.414,1.305,1.105,0.203,1.726,2.851,1.396,
