0.464,0.311,0.059,0.295,0.107,0.005,0.193,0.228,0.059,0.512,0.437,0.105,0.209,0.094,0.003,0.239,0.268,0.072,0.627,0.574,0.134,0.308,0.169,0.0,0.306,0.386,0.147,0.796,0.748,0.233,0.587,0.314,0.008,0.501,0.668,0.29,0.828,0.727,0.206,0.649,0.357,0.013,0.418,0.587,0.231,
0.035,0.016,0.0,0.064,0.016,0.0,0.046,0.029,0.0,0.027,0.005,0.0,0.021,0.003,0.0,0.021,0.016,0.005,0.048,0.016,0.003,0.059,0.019,0.0,0.064,0.046,0.0,0.142,0.086,0.008,0.161,0.046,0.0,0.155,0.164,0.013,0.137,0.072,0.0,0.201,0.035,0.0,0.121,0.11,0.011,
0.043,0.161,0.027,0.054,0.08,0.0,0.097,0.306,0.051,0.083,0.367,0.088,0.072,0.147,0.008,0.097,0.48,0.182,0.064,0.295,0.107,0.051,0.129,0.008,0.099,0.453,0.19,0.172,0.601,0.239,0.182,0.34,0.027,0.284,0.802,0.493,0.123,0.539,0.18,0.182,0.332,0.032,0.231,0.769,0.381,
0.054,0.308,0.097,0.038,0.129,0.003,0.021,0.182,0.094,0.08,0.694,0.201,0.062,0.311,0.019,0.054,0.349,0.18,0.054,0.418,0.217,0.019,0.118,0.016,0.051,0.3,0.198,0.193,0.82,0.483,0.131,0.456,0.097,0.118,0.635,0.509,0.145,0.729,0.367,0.158,0.45,0.07,0.088,0.48,0.343,
0.15,0.121,0.016,0.091,0.051,0.0,0.051,0.099,0.011,0.102,0.121,0.0,0.078,0.046,0.0,0.051,0.099,0.016,0.107,0.129,0.016,0.088,0.088,0.0,0.064,0.147,0.032,0.3,0.327,0.072,0.365,0.244,0.011,0.217,0.405,0.083,0.292,0.346,0.04,0.381,0.241,0.011,0.225,0.29,0.08,
0.19,0.158,0.021,0.311,0.158,0.003,0.292,0.525,0.26,0.212,0.263,0.029,0.206,0.113,0.003,0.322,0.686,0.359,0.268,0.322,0.048,0.217,0.174,0.003,0.351,0.764,0.394,0.493,0.504,0.107,0.509,0.298,0.016,0.603,0.901,0.654,0.475,0.472,0.091,0.571,0.351,0.013,0.547,0.863,0.654,
0.043,0.105,0.011,0.035,0.056,0.0,0.046,0.121,0.027,0.056,0.121,0.016,0.027,0.054,0.0,0.027,0.08,0.024,0.032,0.091,0.032,0.029,0.046,0.0,0.04,0.121,0.054,0.142,0.241,0.062,0.126,0.196,0.008,0.129,0.338,0.142,0.105,0.212,0.038,0.123,0.161,0.005,0.078,0.265,0.091,
0.212,0.118,0.019,0.284,0.123,0.005,0.091,0.099,0.04,0.158,0.086,0.008,0.115,0.097,0.0,0.088,0.121,0.016,0.319,0.217,0.032,0.233,0.196,0.003,0.172,0.236,0.048,0.617,0.547,0.094,0.635,0.442,0.027,0.475,0.558,0.129,0.534,0.437,0.051,0.702,0.475,0.027,0.397,0.472,0.121,
0.024,0.303,0.102,0.024,0.161,0.005,0.019,0.231,0.088,0.016,0.223,0.054,0.008,0.075,0.005,0.008,0.131,0.035,0.035,0.59,0.18,0.046,0.276,0.013,0.011,0.442,0.193,0.115,0.66,0.383,0.094,0.466,0.091,0.048,0.633,0.453,0.051,0.442,0.185,0.059,0.375,0.04,0.024,0.48,0.295,
0.37,0.249,0.056,0.252,0.118,0.003,0.121,0.188,0.032,0.244,0.273,0.021,0.078,0.113,0.003,0.118,0.228,0.021,0.397,0.391,0.059,0.185,0.15,0.005,0.239,0.354,0.07,0.753,0.761,0.198,0.592,0.44,0.029,0.472,0.708,0.236,0.676,0.635,0.11,0.657,0.426,0.038,0.394,0.611,0.139,
0.094,0.091,0.0,0.048,0.046,0.0,0.04,0.072,0.016,0.043,0.091,0.008,0.021,0.019,0.0,0.027,0.051,0.005,0.062,0.094,0.003,0.038,0.054,0.003,0.054,0.083,0.021,0.29,0.338,0.04,0.196,0.142,0.011,0.15,0.276,0.072,0.268,0.284,0.016,0.204,0.139,0.0,0.094,0.188,0.04,
0.056,0.142,0.019,0.043,0.07,0.0,0.035,0.158,0.035,0.056,0.177,0.054,0.016,0.062,0.003,0.024,0.209,0.102,0.075,0.214,0.048,0.062,0.129,0.005,0.099,0.351,0.169,0.22,0.408,0.15,0.164,0.247,0.019,0.193,0.574,0.327,0.164,0.34,0.115,0.15,0.225,0.021,0.164,0.576,0.322,
0.083,0.172,0.054,0.054,0.059,0.003,0.164,0.397,0.161,0.04,0.147,0.035,0.032,0.056,0.011,0.139,0.373,0.158,0.107,0.306,0.091,0.035,0.067,0.005,0.177,0.499,0.239,0.204,0.426,0.172,0.115,0.196,0.024,0.367,0.727,0.515,0.166,0.3,0.102,0.161,0.231,0.035,0.349,0.745,0.37,
0.035,0.142,0.011,0.011,0.059,0.0,0.029,0.102,0.016,0.046,0.166,0.035,0.005,0.072,0.0,0.011,0.094,0.011,0.046,0.166,0.019,0.032,0.043,0.003,0.038,0.161,0.04,0.142,0.461,0.126,0.078,0.18,0.019,0.086,0.327,0.142,0.086,0.34,0.083,0.064,0.193,0.019,0.056,0.201,0.072,
0.027,0.292,0.043,0.019,0.134,0.0,0.024,0.239,0.04,0.021,0.188,0.038,0.016,0.097,0.003,0.008,0.161,0.032,0.051,0.56,0.126,0.046,0.298,0.005,0.056,0.405,0.102,0.105,0.571,0.153,0.062,0.383,0.04,0.075,0.531,0.185,0.091,0.445,0.08,0.043,0.271,0.003,0.046,0.378,0.115,
0.113,0.142,0.027,0.134,0.147,0.003,0.097,0.268,0.046,0.123,0.3,0.059,0.064,0.102,0.003,0.099,0.287,0.07,0.166,0.295,0.075,0.139,0.134,0.013,0.177,0.555,0.145,0.367,0.571,0.172,0.322,0.287,0.021,0.335,0.721,0.306,0.375,0.539,0.155,0.332,0.308,0.027,0.284,0.697,0.22,
0.107,0.139,0.032,0.172,0.177,0.005,0.099,0.22,0.035,0.102,0.19,0.035,0.123,0.145,0.008,0.064,0.284,0.054,0.161,0.265,0.064,0.188,0.217,0.008,0.182,0.574,0.11,0.397,0.517,0.121,0.429,0.475,0.04,0.373,0.718,0.3,0.359,0.464,0.056,0.453,0.504,0.024,0.273,0.678,0.22,
0.26,0.177,0.011,0.413,0.223,0.008,0.115,0.182,0.029,0.241,0.166,0.013,0.241,0.182,0.003,0.182,0.214,0.04,0.45,0.386,0.051,0.488,0.295,0.013,0.276,0.375,0.054,0.665,0.598,0.118,0.756,0.574,0.038,0.493,0.686,0.169,0.625,0.555,0.083,0.796,0.654,0.029,0.402,0.601,0.131,
0.032,0.054,0.008,0.021,0.019,0.0,0.011,0.038,0.0,0.019,0.091,0.005,0.008,0.04,0.0,0.011,0.062,0.016,0.016,0.046,0.005,0.011,0.029,0.0,0.005,0.04,0.008,0.072,0.123,0.021,0.048,0.107,0.003,0.024,0.139,0.024,0.048,0.142,0.024,0.038,0.046,0.008,0.027,0.088,0.016,
0.097,0.147,0.021,0.048,0.11,0.0,0.043,0.102,0.013,0.075,0.204,0.021,0.046,0.147,0.0,0.04,0.19,0.032,0.064,0.139,0.019,0.051,0.115,0.003,0.043,0.139,0.029,0.172,0.335,0.048,0.201,0.316,0.011,0.134,0.383,0.105,0.158,0.298,0.032,0.185,0.314,0.013,0.105,0.298,0.056,
