153,1.445,0,1.146,1.383,0,1.52
154,1.325,1,1.692,1.393,0,1.486
155,1.982,0,0.96,1.884,0,0.844
156,0.979,0,0.854,0.606,0,1.127
157,0.941,0,1.365,1.127,0,1.703
158,1.304,0,0.644,1.094,0,0.524
159,1.292,0,1.006,1.263,0,0.862
160,1.446,0,1.127,1.572,0,1.044
161,1.875,0,0.901,1.969,0,0.688
162,1.559,0,0.617,1.404,0,0.581
163,1.396,1,0.701,1.448,1,0.646
164,1.668,1,0.971,1.696,1,1.017
165,1.539,0,0.269,1.426,0,0.154
166,1.455,1,0.388,1.366,1,0.457
167,1.874,0,0.48,2.09,0,0.253
168,1.674,0,0.8,1.555,0,0.681
169,1.656,1,0.816,1.578,1,0.793
170,1.818,1,0.872,1.714,1,0.786
171,1.21,0,0.617,1.171,0,0.581
172,0.969,1,0.701,0.977,1,0.646
173,1.204,0,0.971,1.082,0,1.017
174,1.522,0,0.269,1.322,0,0.154
175,1.257,1,0.388,1.331,0,0.457
176,1.563,0,0.48,1.696,0,0.253
177,1.092,0,0.8,0.982,0,0.681
178,1.011,1,0.816,0.984,1,0.793
179,1.298,0,0.872,1.365,0,0.786
180,2.0,0,1.201,2.108,0,1.195
181,2.195,0,1.066,1.878,0,1.15
182,2.371,0,0.933,3.468,0,1.779
183,1.54,0,0.688,1.716,0,0.725
184,1.686,0,0.61,1.956,0,0.655
185,0.0,0,0.0,0.0,0,0.0
186,1.682,0,0.721,1.605,0,0.787
187,1.583,0,0.727,1.635,0,0.661
188,1.472,0,0.415,1.367,0,0.301
189,1.374,0,0.652,1.331,0,0.508
190,1.935,0,0.831,2.1,0,0.925
191,0.0,0,0.0,1.719,0,0.397
192,1.037,0,0.378,1.091,0,0.341
193,1.39,0,0.454,1.891,0,0.739
194,0.0,0,0.0,2.938,0,1.267
195,1.226,0,0.512,1.513,0,0.626
196,1.471,0,0.62,1.789,0,0.785
197,2.303,0,0.653,1.854,0,0.502
198,1.192,0,0.652,1.357,0,0.508
199,1.636,0,0.831,1.907,0,0.925
200,1.971,0,0.0,0.944,0,0.397
201,0.95,0,0.378,1.126,0,0.341
202,1.573,0,0.454,1.532,0,0.739
203,0.0,0,0.0,2.699,0,1.267
204,1.041,0,0.512,1.517,0,0.626
205,1.464,0,0.62,1.777,0,0.785
206,2.224,0,0.653,1.532,0,0.502
207,1.542,0,0.575,1.284,0,0.594
208,1.327,0,0.733,1.169,0,0.893
209,2.028,0,0.761,1.689,0,0.161
210,1.552,0,0.38,1.241,0,0.372
211,1.702,0,0.751,1.484,0,0.717
212,1.974,0,0.0,1.593,0,1.123
213,1.683,0,0.527,1.531,0,0.619
214,1.59,1,0.776,1.619,0,0.823
215,1.966,0,0.974,2.038,0,0.426
216,1.395,0,0.575,1.594,0,0.594
217,1.375,0,0.733,1.294,0,0.893
218,1.552,0,0.761,1.724,0,0.161
219,1.652,0,0.38,1.717,0,0.372
220,1.581,0,0.751,1.382,0,0.717
221,2.062,0,0.0,1.334,0,1.123
222,1.256,0,0.527,1.16,0,0.619
223,1.294,0,0.776,1.31,0,0.823
224,1.593,0,0.974,1.47,0,0.426
225,0.914,0,0.568,0.893,0,0.605
226,0.937,0,0.523,0.934,0,0.478
227,1.498,0,0.565,1.512,0,0.566
228,1.615,0,1.1,1.552,0,1.074
229,1.486,0,1.023,1.725,0,1.112
230,1.927,0,0.662,0.0,0,0.0
231,1.108,0,0.786,1.061,0,0.816
232,1.135,1,0.725,1.117,1,0.725
233,1.48,0,0.727,1.317,0,0.614
234,0.744,0,0.472,0.91,0,0.53
235,1.243,0,0.765,1.323,0,0.704
236,1.566,0,0.653,1.567,0,0.554
237,0.823,0,0.455,0.786,0,0.426
238,1.199,0,0.587,1.106,0,0.531
239,1.635,0,0.549,1.967,0,0.909
240,0.779,0,0.649,0.801,0,0.628
241,1.209,1,0.811,1.333,1,0.791
242,1.94,0,0.953,1.853,0,0.901
243,0.955,0,0.472,0.917,0,0.53
244,1.353,0,0.765,1.246,0,0.704
245,2.308,0,0.653,1.917,0,0.554
246,0.834,0,0.455,0.996,0,0.426
247,1.403,0,0.587,1.423,0,0.531
248,1.45,0,0.549,2.564,0,0.909
249,1.06,0,0.649,1.165,0,0.628
250,1.316,1,0.811,1.455,1,0.791
251,1.81,0,0.953,2.015,0,0.901
252,1.544,1,0.645,1.425,1,0.641
253,1.502,1,0.934,1.472,1,0.909
254,1.648,0,1.178,1.622,0,0.95
255,1.195,1,0.474,1.115,1,0.569
256,1.335,0,0.867,1.277,0,0.78
257,1.675,0,0.487,1.691,0,1.885
258,1.522,1,0.811,1.473,1,0.951
259,1.402,1,0.97,1.32,1,1.053
260,1.404,1,0.971,1.338,1,1.003
261,1.097,1,0.645,1.109,1,0.641
262,1.079,1,0.934,1.086,1,0.909
263,1.177,0,1.178,1.224,0,0.95
264,1.487,1,0.474,1.568,1,0.569
265,1.333,0,0.867,1.36,0,0.78
266,1.552,0,0.487,1.114,0,1.885
267,0.982,1,0.811,0.918,1,0.951
268,1.071,1,0.97,1.014,1,1.053
269,1.303,1,0.971,1.346,1,1.003
270,1.856,0,0.875,2.218,0,1.011
271,2.036,0,1.079,2.161,0,1.089
272,1.761,0,0.605,2.539,0,0.944
273,1.653,0,0.857,1.415,0,0.698
274,2.134,0,0.947,1.7,0,0.852
275,0.0,0,0.0,3.992,0,3.25
276,1.537,0,0.95,1.697,0,0.824
277,2.046,0,1.024,1.906,0,0.897
278,2.223,0,0.729,1.574,0,0.42
279,2.052,0,1.063,1.783,0,0.766
280,2.155,0,1.157,1.944,0,0.873
281,1.913,0,0.766,1.628,0,0.364
282,1.144,0,0.508,1.154,0,0.371
283,1.612,0,0.696,1.355,0,0.512
284,0.0,0,0.0,2.37,0,0.88
285,0.988,0,0.477,1.382,0,0.673
286,1.437,0,0.56,1.842,0,0.709
287,1.672,0,0.515,2.067,0,0.716
288,1.107,0,1.063,1.578,0,0.766
289,1.385,0,1.157,1.69,0,0.873
290,2.334,0,0.766,2.459,0,0.364
291,1.145,0,0.508,1.631,0,0.371
292,1.317,0,0.696,1.341,0,0.512
293,0.0,0,0.0,0.0,0,0.88
294,1.065,0,0.477,1.922,0,0.673
295,1.661,0,0.56,1.733,0,0.709
296,2.554,0,0.515,2.188,0,0.716
297,1.791,0,0.464,1.526,0,0.63
298,1.542,0,0.664,1.334,0,0.961
299,1.532,0,1.362,1.815,0,1.075
300,1.311,0,0.52,1.371,0,0.874
301,1.545,0,0.514,1.57,0,0.652
302,2.684,0,0.0,1.568,0,0.0
303,1.7,0,0.626,1.344,0,0.939
304,1.603,0,0.804,1.52,1,0.936
305,1.828,0,1.144,1.726,0,0.804
306,1.092,0,0.464,1.22,0,0.63
307,1.192,0,0.664,1.319,0,0.961
308,1.416,0,1.362,1.39,0,1.075
309,1.512,0,0.52,1.329,0,0.874
310,1.45,0,0.514,1.206,0,0.652
311,1.256,0,0.0,1.186,0,0.0
312,1.04,0,0.626,1.197,0,0.939
313,1.271,0,0.804,1.26,0,0.936
314,1.427,0,1.144,1.421,0,0.804
315,1.034,0,0.618,1.164,0,0.589
316,1.087,0,0.566,0.986,0,0.505
317,1.813,0,0.797,0.879,0,0.309
318,1.011,0,0.612,1.075,0,0.543
319,1.108,0,0.548,1.356,0,0.59
320,1.485,0,0.665,0.0,0,0.0
321,1.103,0,0.453,1.198,0,0.578
322,1.093,0,0.404,1.284,0,0.531
323,1.992,0,0.995,1.915,0,0.92
324,0.943,0,0.414,0.936,0,0.353
325,0.76,0,0.264,1.038,0,0.35
326,1.186,0,0.288,1.312,0,0.45
327,0.487,0,0.167,0.589,0,0.174
328,0.903,0,0.339,0.895,0,0.327
329,0.0,0,0.0,0.0,0,0.0
330,1.099,0,0.397,1.334,0,0.481
331,1.389,0,0.508,1.322,0,0.49
332,1.072,0,0.313,1.297,0,0.382
333,1.154,0,0.414,1.177,0,0.353
334,1.316,0,0.264,1.643,0,0.35
335,2.057,0,0.288,2.024,0,0.45
336,0.663,0,0.167,0.754,0,0.174
337,1.2,0,0.339,1.407,0,0.327
338,0.936,0,0.0,0.0,0,0.0
339,1.377,0,0.397,1.662,0,0.481
340,1.557,0,0.508,1.617,0,0.49
341,1.875,0,0.313,1.61,0,0.382
342,1.619,1,0.771,1.632,1,0.708
343,1.841,1,0.714,1.641,1,0.975
344,1.862,0,0.995,1.898,0,1.205
345,1.241,1,0.329,1.221,1,0.35
346,1.376,1,0.665,1.305,1,0.746
347,1.522,0,0.27,1.687,0,0.0
348,1.752,1,0.721,1.465,1,0.899
349,1.711,1,0.788,1.539,1,0.898
350,1.566,0,0.898,1.64,0,0.657
351,1.093,1,0.771,1.072,1,0.708
352,1.028,1,0.714,1.004,1,0.975
353,1.304,0,0.995,0.825,0,1.205
354,1.715,1,0.329,1.81,1,0.35
355,1.635,1,0.665,1.7,1,0.746
356,1.594,0,0.27,1.637,0,0.0
357,1.176,0,0.721,1.208,0,0.899
358,1.237,1,0.788,1.252,0,0.898
359,1.356,0,0.898,1.304,0,0.657
360,2.138,0,0.875,1.757,0,0.72
361,1.464,0,0.909,1.39,0,0.777
362,2.299,0,1.019,2.395,0,0.97
363,1.742,0,0.863,1.545,0,0.715
364,1.595,0,0.88,1.188,0,0.752
365,1.193,0,0.279,1.911,0,0.68
366,1.93,0,1.142,1.312,0,0.699
367,1.349,0,0.769,1.587,0,0.813
368,1.588,0,0.643,1.66,0,0.655
369,1.355,0,0.457,1.238,0,0.38
370,1.318,0,0.593,1.147,0,0.451
371,1.326,0,0.39,1.478,0,0.372
372,0.698,0,0.214,0.0,0,0.0
373,1.008,0,0.333,0.977,0,0.315
374,0.944,0,0.221,1.122,0,0.242
375,1.297,0,0.463,0.98,0,0.327
376,1.165,0,0.417,1.324,0,0.372
377,0.982,0,0.207,1.549,0,0.401
378,1.933,0,0.457,2.061,0,0.38
379,2.178,1,0.593,2.256,1,0.451
380,2.185,0,0.39,2.736,0,0.372
381,2.023,0,0.214,2.227,0,0.0
382,2.121,0,0.333,2.205,0,0.315
383,1.45,0,0.221,2.156,0,0.242
384,1.645,0,0.463,0.804,0,0.327
385,2.261,1,0.417,2.183,0,0.372
386,2.19,0,0.207,2.224,0,0.401
387,1.811,0,0.952,1.83,0,1.077
388,1.545,1,1.846,1.49,1,1.667
389,1.977,0,1.251,1.788,0,1.465
390,1.338,0,1.335,1.168,0,1.234
391,1.46,1,1.275,1.355,0,1.535
392,2.224,0,0.514,2.058,0,0.976
393,1.933,0,0.656,1.839,0,0.266
394,1.512,1,1.515,1.503,1,1.597
395,2.014,1,1.112,1.868,1,1.1
396,0.994,0,0.952,0.963,0,1.077
397,0.79,1,1.846,0.909,0,1.667
398,1.042,0,1.251,1.059,0,1.465
399,1.281,0,1.335,1.447,0,1.234
400,1.253,0,1.275,1.201,0,1.535
401,1.218,0,0.514,1.248,0,0.976
402,1.201,0,0.656,0.96,0,0.266
403,1.024,1,1.515,1.052,0,1.597
404,1.137,0,1.112,1.258,0,1.1
405,1.335,0,0.816,1.189,0,0.785
406,1.103,0,0.597,1.151,0,0.657
407,2.169,0,1.051,1.509,0,0.809
408,1.14,0,0.635,1.177,0,0.622
409,1.332,0,0.639,1.25,0,0.469
410,1.194,0,0.324,1.001,0,0.255
411,0.961,0,0.516,1.155,0,0.548
412,1.154,0,0.518,1.303,0,0.528
413,1.581,0,0.526,1.6,0,0.463
414,0.873,0,0.398,0.927,0,0.377
415,0.909,0,0.458,1.05,0,0.463
416,1.131,0,0.309,1.071,0,0.294
417,0.434,0,0.124,0.679,0,0.219
418,0.926,0,0.441,1.116,0,0.394
419,0.92,0,0.222,1.507,0,0.53
420,1.02,0,0.451,1.039,0,0.41
421,1.225,0,0.514,1.403,0,0.551
422,1.249,0,0.302,1.44,0,0.504
423,1.104,0,0.398,1.078,0,0.377
424,1.308,0,0.458,1.318,0,0.463
425,1.976,0,0.309,1.709,0,0.294
426,0.657,0,0.124,0.815,0,0.219
427,1.259,0,0.441,1.262,0,0.394
428,1.236,0,0.222,1.436,0,0.53
429,1.312,0,0.451,1.536,0,0.41
430,1.566,0,0.514,1.565,0,0.551
431,1.601,0,0.302,1.713,0,0.504
432,1.68,1,0.685,1.504,1,0.659
433,1.702,1,0.762,1.557,1,0.719
434,2.033,0,0.855,1.826,0,0.699
435,1.268,1,0.296,1.171,1,0.354
436,1.468,1,0.634,1.475,1,0.568
437,1.463,0,0.432,1.951,0,0.614
438,1.622,1,0.892,1.532,1,0.828
439,1.71,1,0.872,1.595,1,0.739
440,2.025,0,0.775,1.845,0,0.74
441,0.995,1,0.685,1.087,1,0.659
442,0.992,1,0.762,1.096,1,0.719
443,1.031,0,0.855,1.201,0,0.699
444,1.774,1,0.296,1.725,1,0.354
445,1.422,1,0.634,1.53,1,0.568
446,1.88,0,0.432,1.195,0,0.614
447,1.107,0,0.892,1.157,0,0.828
448,1.101,1,0.872,1.247,1,0.739
449,1.25,0,0.775,1.229,0,0.74
450,1.422,0,0.801,1.45,0,0.689
451,1.255,0,0.647,1.663,0,0.814
452,0.0,0,0.0,2.639,0,1.122
453,1.484,0,0.648,1.373,0,0.507
454,1.862,0,0.961,1.607,0,0.56
455,0.0,0,0.0,0.0,0,0.0
456,1.736,0,0.811,1.631,0,0.859
457,1.924,0,0.887,1.46,0,0.612
458,2.417,0,0.962,1.681,0,0.439
459,0.916,0,0.311,1.052,0,0.393
460,1.459,0,0.621,1.205,0,0.529
461,2.515,0,0.934,0.984,0,0.185
462,0.932,0,0.25,0.788,0,0.199
463,0.94,0,0.3,0.856,0,0.184
464,0.0,0,0.0,0.0,0,0.0
465,1.216,0,0.469,1.053,0,0.401
466,1.383,0,0.497,1.085,0,0.335
467,1.149,0,0.234,0.749,0,0.095
468,0.87,0,0.311,1.319,0,0.393
469,1.185,0,0.621,1.363,0,0.529
470,1.298,0,0.934,1.187,0,0.185
471,1.072,0,0.25,0.95,0,0.199
472,1.362,0,0.3,1.025,0,0.184
473,2.74,0,0.0,0.0,0,0.0
474,1.886,0,0.469,1.16,0,0.401
475,1.605,0,0.497,1.416,0,0.335
476,1.917,0,0.234,1.954,0,0.095
477,1.737,0,0.375,1.56,1,0.558
478,1.809,0,0.513,1.518,0,0.61
479,2.167,0,0.28,1.612,0,0.307
480,1.428,0,0.385,1.225,0,0.338
481,1.39,0,0.754,1.614,0,0.314
482,2.789,0,1.333,2.02,0,0.0
483,1.724,0,0.998,1.607,0,0.55
484,1.821,0,0.739,1.691,0,0.681
485,2.044,0,0.787,1.701,0,0.856
486,1.398,0,0.375,1.211,0,0.558
487,1.089,0,0.513,1.333,0,0.61
488,1.391,0,0.28,1.468,0,0.307
489,1.821,0,0.385,1.855,0,0.338
490,1.455,0,0.754,1.744,0,0.314
491,0.0,0,1.333,1.698,0,0.0
492,0.917,0,0.998,1.149,0,0.55
493,1.113,0,0.739,1.307,0,0.681
494,1.139,0,0.787,1.526,0,0.856
495,1.197,0,0.606,1.556,0,0.815
496,1.617,0,0.86,1.416,0,0.749
497,1.507,0,0.447,1.407,0,0.491
498,1.264,0,0.627,1.352,0,0.618
499,1.379,0,0.74,0.94,0,0.522
500,0.0,0,0.0,1.03,0,0.309
501,1.059,0,0.427,1.155,0,0.547
502,1.059,0,0.499,1.162,0,0.582
503,0.855,0,0.274,1.209,0,0.526
504,1.528,0,0.666,1.412,0,0.671
505,1.756,0,0.936,1.662,0,0.802
506,1.732,0,0.878,1.614,0,0.648
507,0.717,0,0.211,1.11,0,0.428
508,1.125,0,0.511,1.161,0,0.527
509,1.442,0,0.44,0.0,0,0.0
510,0.625,0,0.222,0.747,0,0.27
511,1.104,0,0.539,1.316,0,0.648
512,1.56,0,0.699,1.326,0,0.507
513,1.251,0,0.666,1.311,0,0.671
514,1.534,0,0.936,1.579,0,0.802
515,1.937,0,0.878,2.081,0,0.648
516,1.223,0,0.211,1.59,0,0.428
517,1.72,0,0.511,1.438,0,0.527
518,2.701,0,0.44,1.873,0,0.0
519,1.283,0,0.222,1.308,0,0.27
520,1.703,0,0.539,1.89,1,0.648
521,1.987,0,0.699,2.185,0,0.507
522,1.706,0,0.666,1.556,0,0.705
523,1.504,1,0.92,1.421,1,0.873
524,1.709,0,0.843,1.705,0,1.146
525,1.534,0,0.712,1.369,0,0.876
526,1.364,0,1.054,1.343,0,0.86
527,1.666,0,1.118,1.485,0,0.935
528,1.619,0,0.907,1.488,0,0.783
529,1.424,1,1.045,1.415,1,1.176
530,1.575,0,1.146,1.526,1,1.294
531,1.066,0,0.666,1.039,0,0.705
532,1.13,0,0.92,1.148,1,0.873
533,1.317,0,0.843,1.268,0,1.146
534,1.402,0,0.712,1.178,0,0.876
535,1.33,0,1.054,1.46,0,0.86
536,1.473,0,1.118,1.739,0,0.935
537,1.216,0,0.907,1.269,0,0.783
538,1.073,1,1.045,1.019,1,1.176
539,1.179,0,1.146,1.225,0,1.294
540,1.851,0,1.11,2.092,0,0.998
541,1.671,0,0.951,1.726,0,0.793
542,1.872,0,0.962,1.712,0,0.717
543,1.999,0,1.082,1.7,0,0.856
544,1.733,0,0.782,2.575,0,1.361
545,1.937,0,0.509,1.049,0,0.23
546,1.69,0,1.017,1.652,0,1.005
547,1.34,0,0.886,1.425,0,0.863
548,1.939,0,0.924,1.673,0,0.749
549,0.995,0,0.399,1.189,0,0.387
550,1.329,0,0.656,1.423,0,0.656
551,1.587,0,0.594,2.058,0,0.85
552,1.081,0,0.45,1.233,0,0.53
553,1.317,0,0.607,1.796,0,0.784
554,1.784,0,0.884,2.592,0,1.35
555,1.103,0,0.622,1.351,0,0.698
556,1.24,0,0.666,1.413,0,0.664
557,1.501,0,0.646,1.712,0,0.717
558,1.628,0,0.399,1.654,0,0.387
559,2.52,0,0.656,2.318,0,0.656
560,2.671,0,0.594,2.779,0,0.85
561,1.221,0,0.45,1.193,0,0.53
562,1.439,0,0.607,1.152,0,0.784
563,1.096,0,0.884,0.869,0,1.35
564,1.422,0,0.622,1.53,0,0.698
565,1.623,1,0.666,1.568,1,0.664
566,1.973,0,0.646,2.171,0,0.717
567,1.565,0,1.047,1.505,0,0.894
568,1.223,1,1.728,1.336,1,1.658
569,1.507,0,1.539,1.471,0,1.735
570,1.238,0,0.504,1.129,0,0.502
571,1.392,0,0.681,1.154,0,0.466
572,1.431,0,0.387,1.461,0,0.182
573,1.367,0,0.868,1.282,0,0.88
574,1.231,1,0.993,1.296,1,0.928
575,1.551,1,1.008,1.483,1,1.161
576,1.02,0,1.047,1.198,0,0.894
577,1.094,0,1.728,1.142,0,1.658
578,1.128,0,1.539,1.079,0,1.735
579,1.738,0,0.504,1.731,0,0.502
580,1.41,0,0.681,1.398,0,0.466
581,2.0,0,0.387,1.918,0,0.182
582,1.243,0,0.868,1.275,0,0.88
583,1.343,1,0.993,1.242,1,0.928
584,1.296,0,1.008,1.158,0,1.161
585,1.425,0,0.692,1.393,0,0.702
586,1.453,0,0.814,1.697,0,0.843
587,1.325,0,0.328,1.738,0,0.472
588,1.074,0,0.376,1.245,0,0.5
589,1.482,0,0.803,1.491,0,0.605
590,0.0,0,0.0,1.275,0,0.267
591,1.702,0,0.881,1.805,0,0.674
592,1.867,0,0.925,1.459,0,0.716
593,1.515,0,0.446,2.17,0,0.803
594,1.431,0,0.762,1.613,0,0.782
595,1.58,0,0.835,1.766,0,0.941
596,2.277,0,0.951,2.224,0,0.852
597,0.708,0,0.175,1.5,0,0.743
598,1.677,0,0.897,1.798,0,0.853
599,0.0,0,0.0,0.0,0,0.0
600,1.017,0,0.317,1.19,0,0.434
601,1.431,0,0.678,1.614,0,0.803
602,1.152,0,0.262,1.411,0,0.449
603,1.43,0,0.762,1.234,0,0.782
604,1.399,0,0.835,1.455,0,0.941
605,1.535,0,0.951,1.886,0,0.852
606,1.653,0,0.175,1.412,0,0.743
607,1.013,0,0.897,1.325,0,0.853
608,1.303,0,0.0,0.0,0,0.0
609,1.552,0,0.317,1.575,0,0.434
610,1.868,0,0.678,1.9,0,0.803
611,2.113,0,0.262,1.987,0,0.449
612,1.832,0,0.739,1.698,0,0.528
613,1.357,1,0.73,1.468,1,0.728
614,1.921,0,0.458,1.749,0,0.727
615,1.378,0,0.998,1.462,0,0.69
616,1.425,0,0.417,1.508,0,0.535
617,1.864,0,0.4,2.193,0,0.0
618,1.742,0,0.947,1.552,0,0.897
619,1.604,0,1.131,1.504,1,0.916
620,2.091,0,0.91,1.662,0,0.774
621,1.108,0,0.739,1.06,0,0.528
622,1.182,0,0.73,1.07,1,0.728
623,1.461,0,0.458,1.087,0,0.727
624,1.81,0,0.998,1.602,0,0.69
625,1.386,0,0.417,1.431,0,0.535
626,2.083,0,0.4,1.07,0,0.0
627,1.152,0,0.947,1.208,0,0.897
628,0.982,0,1.131,1.225,0,0.916
629,1.22,0,0.91,1.207,0,0.774
630,1.998,0,0.82,2.111,0,1.172
631,1.679,0,1.007,1.633,0,0.922
632,2.092,0,0.82,3.105,0,1.173
633,2.844,0,1.133,1.647,0,0.892
634,1.77,0,0.972,2.101,0,1.082
635,0.0,0,0.0,1.861,0,0.568
