1.21,1.064,0.956,1.304,1.181,1.335,0.952,1.053,1.064,
1.309,1.228,1.153,1.359,1.216,-1.0,1.037,1.069,0.663,
0.953,1.054,0.947,1.012,1.1,1.334,1.148,1.055,1.156,
1.086,0.948,0.971,1.1,1.118,1.461,1.153,1.087,1.247,
1.187,1.165,0.993,1.327,1.215,1.735,1.282,1.184,1.363,
1.21,1.054,1.107,1.244,1.051,1.275,1.064,1.079,1.156,
1.03,1.028,0.94,1.167,1.11,1.618,1.098,1.106,1.079,
1.246,1.216,1.008,1.429,1.251,1.384,1.245,1.144,1.2,
1.076,0.862,0.981,1.167,1.084,1.349,1.083,1.09,1.266,
1.243,1.212,1.105,1.43,1.202,1.413,1.105,1.14,1.19,
1.357,1.247,1.199,1.381,1.202,1.069,1.035,1.107,0.969,
1.166,1.079,1.11,1.236,1.062,1.266,1.098,1.074,1.277,
0.958,0.807,0.759,1.183,1.132,1.336,1.161,1.133,1.102,
1.134,1.04,1.323,1.262,1.168,1.651,1.101,1.027,1.297,
1.101,0.855,0.888,0.97,0.889,1.28,1.117,0.975,0.939,
1.214,1.099,0.981,1.236,1.253,1.038,1.088,1.054,1.076,
1.214,1.115,0.862,1.245,1.208,1.189,1.04,1.042,1.172,
1.154,1.107,1.078,1.367,1.254,1.287,1.075,1.072,1.143,
1.129,0.975,0.934,1.316,1.004,1.871,1.422,0.899,0.923,
1.164,0.997,0.934,1.22,1.133,1.51,1.259,1.164,0.988,
