0.796,0.654,0.204,0.796,0.154,0.0,0.377,0.346,0.185,1.21,1.099,0.235,0.284,0.136,0.025,0.42,0.537,0.16,1.981,2.068,0.426,0.512,0.228,0.012,0.963,1.148,0.364,7.599,5.265,1.37,3.926,1.235,0.049,3.364,3.475,0.938,6.086,3.568,0.778,5.469,1.148,0.056,2.358,2.21,0.667,
0.265,0.025,0.0,0.142,0.068,0.0,0.068,0.043,0.0,0.074,0.025,0.0,0.043,0.012,0.0,0.068,0.019,0.0,0.278,0.043,0.0,0.08,0.037,0.0,0.309,0.117,0.0,1.123,0.284,0.006,1.401,0.154,0.0,0.698,0.519,0.049,0.568,0.123,0.006,1.599,0.105,0.0,0.37,0.395,0.043,
0.025,0.278,0.123,0.093,0.173,0.0,0.093,0.543,0.111,0.191,0.994,0.216,0.173,0.377,0.0,0.358,1.426,0.278,0.086,0.673,0.198,0.099,0.278,0.019,0.451,1.537,0.426,0.333,2.975,0.691,1.247,1.932,0.056,0.988,6.062,1.568,0.247,1.981,0.389,0.512,1.043,0.037,0.574,3.556,0.932,
0.068,0.71,0.136,0.043,0.099,0.012,0.037,0.383,0.117,0.179,1.815,0.488,0.049,0.512,0.012,0.056,0.821,0.204,0.074,0.914,0.358,0.037,0.185,0.006,0.062,0.617,0.451,0.895,5.049,1.42,0.414,1.636,0.074,0.457,2.944,1.278,0.593,2.352,0.568,0.531,1.117,0.043,0.167,1.42,0.574,
0.364,0.222,0.006,0.204,0.093,0.0,0.173,0.29,0.08,0.284,0.259,0.0,0.148,0.074,0.0,0.148,0.111,0.08,0.142,0.253,0.037,0.136,0.056,0.0,0.136,0.228,0.031,0.753,0.679,0.228,1.648,0.506,0.006,0.821,0.728,0.111,0.778,0.407,0.025,1.259,0.42,0.0,0.716,0.747,0.049,
0.346,0.346,0.025,0.858,0.265,0.006,0.981,1.512,0.642,0.463,0.716,0.049,0.66,0.216,0.006,1.185,2.383,0.765,0.352,0.722,0.086,0.84,0.352,0.012,1.71,3.537,0.858,2.66,2.352,0.228,3.679,1.426,0.025,4.957,8.821,2.481,2.037,1.506,0.111,4.5,1.389,0.012,4.099,7.444,2.012,
0.043,0.259,0.019,0.191,0.185,0.0,0.105,0.333,0.056,0.031,0.111,0.012,0.08,0.062,0.0,0.111,0.142,0.012,0.031,0.111,0.012,0.025,0.148,0.0,0.13,0.302,0.154,0.34,0.648,0.093,0.494,0.488,0.006,0.611,1.0,0.247,0.222,0.383,0.043,0.556,0.537,0.012,0.29,0.759,0.154,
0.42,0.093,0.0,0.679,0.179,0.0,0.278,0.247,0.154,0.315,0.117,0.006,0.228,0.167,0.0,0.21,0.265,0.006,0.562,0.444,0.006,0.648,0.216,0.0,0.346,0.457,0.08,3.198,2.012,0.062,4.988,1.247,0.031,1.784,2.432,0.352,2.34,1.117,0.068,6.611,1.222,0.031,1.321,1.235,0.321,
0.13,0.586,0.117,0.043,0.235,0.0,0.012,0.426,0.154,0.006,0.302,0.043,0.019,0.136,0.0,0.0,0.253,0.031,0.043,1.593,0.358,0.037,0.5,0.031,0.031,1.093,0.494,0.389,3.16,0.877,0.204,1.327,0.105,0.093,2.519,1.117,0.08,1.247,0.204,0.16,0.889,0.062,0.037,1.475,0.525,
0.846,0.315,0.006,0.586,0.16,0.0,0.253,0.315,0.019,0.66,0.395,0.031,0.148,0.179,0.006,0.352,0.383,0.074,1.191,0.673,0.049,0.364,0.204,0.006,0.481,0.753,0.111,5.222,3.84,0.259,3.537,1.284,0.006,2.969,3.216,0.494,3.222,1.975,0.142,4.963,0.877,0.019,1.42,2.006,0.352,
0.222,0.08,0.0,0.173,0.056,0.0,0.068,0.117,0.025,0.142,0.154,0.0,0.062,0.025,0.006,0.093,0.167,0.019,0.198,0.29,0.0,0.056,0.068,0.0,0.167,0.735,0.043,1.315,1.111,0.074,1.136,0.377,0.006,0.827,1.426,0.222,1.012,0.568,0.025,0.951,0.259,0.012,0.463,0.537,0.074,
0.074,0.29,0.037,0.086,0.123,0.012,0.086,0.364,0.056,0.074,0.272,0.08,0.074,0.123,0.006,0.019,0.401,0.123,0.037,0.407,0.154,0.13,0.204,0.086,0.093,1.086,0.21,0.426,1.352,0.302,1.105,1.049,0.086,0.407,2.722,0.877,0.395,0.765,0.117,0.642,0.778,0.074,0.296,1.988,0.599,
0.235,0.235,0.056,0.062,0.086,0.0,0.617,0.926,0.241,0.062,0.216,0.012,0.093,0.16,0.0,0.278,0.84,0.228,0.259,0.685,0.154,0.012,0.111,0.0,0.272,1.401,0.401,0.673,1.463,0.395,0.241,0.414,0.006,1.685,4.29,1.593,0.605,1.068,0.16,0.667,0.673,0.043,1.395,4.389,0.963,
0.136,0.327,0.099,0.0,0.093,0.0,0.062,0.185,0.086,0.167,0.531,0.031,0.043,0.148,0.0,0.062,0.309,0.019,0.08,0.5,0.086,0.037,0.191,0.0,0.074,0.586,0.13,0.901,1.926,0.364,0.29,1.123,0.123,0.525,1.716,0.469,0.432,1.117,0.123,0.185,0.611,0.025,0.173,1.025,0.216,
0.16,0.654,0.031,0.019,0.272,0.006,0.068,0.562,0.037,0.012,0.407,0.025,0.006,0.086,0.0,0.006,0.191,0.006,0.265,1.395,0.093,0.037,0.58,0.006,0.142,1.358,0.093,0.29,2.463,0.142,0.358,1.593,0.031,0.383,2.0,0.327,0.265,1.173,0.093,0.259,0.747,0.012,0.142,0.963,0.08,
0.302,0.34,0.074,0.426,0.247,0.006,0.173,0.469,0.136,0.302,0.679,0.13,0.204,0.191,0.006,0.284,0.623,0.117,0.389,0.741,0.235,0.833,0.469,0.0,0.475,1.673,0.364,1.883,2.198,0.611,2.383,1.235,0.019,1.84,4.086,0.944,1.167,1.735,0.29,2.407,0.895,0.056,1.043,2.481,0.463,
0.302,0.272,0.043,0.358,0.364,0.006,0.167,0.253,0.068,0.142,0.377,0.037,0.278,0.216,0.0,0.259,0.438,0.062,0.34,0.673,0.08,0.444,0.543,0.006,0.512,1.605,0.37,2.179,2.938,0.253,2.5,2.333,0.025,1.963,4.253,0.84,1.302,1.735,0.191,2.265,1.148,0.043,1.123,2.389,0.488,
0.605,0.16,0.062,1.228,0.358,0.0,0.235,0.352,0.179,0.506,0.29,0.049,0.438,0.259,0.0,0.364,0.358,0.049,0.79,0.691,0.031,1.296,0.691,0.0,0.642,0.889,0.16,3.321,2.605,0.216,8.08,2.167,0.043,2.321,2.759,0.537,2.512,1.426,0.099,10.302,1.765,0.031,1.846,1.969,0.302,
0.062,0.08,0.0,0.012,0.049,0.0,0.031,0.025,0.0,0.037,0.105,0.0,0.086,0.056,0.0,0.049,0.062,0.0,0.019,0.043,0.0,0.006,0.019,0.0,0.006,0.043,0.006,0.086,0.111,0.0,0.08,0.111,0.006,0.123,0.179,0.012,0.117,0.235,0.0,0.099,0.099,0.0,0.062,0.105,0.0,
0.451,0.438,0.056,0.105,0.117,0.0,0.037,0.148,0.086,0.16,0.426,0.049,0.136,0.259,0.0,0.117,0.29,0.012,0.099,0.34,0.012,0.056,0.185,0.0,0.086,0.173,0.019,0.568,0.864,0.031,0.784,0.574,0.012,0.463,1.062,0.142,0.512,0.414,0.025,0.556,0.512,0.0,0.21,0.562,0.062,
