2.364,1.953,0.326,0.818,0.198,0.006,0.675,0.994,0.201,2.63,2.165,0.358,0.909,0.218,0.006,0.747,1.096,0.22,2.63,2.165,0.358,0.909,0.218,0.006,0.747,1.096,0.22,3.069,2.546,0.422,1.068,0.258,0.008,0.878,1.279,0.259,3.069,2.546,0.422,1.068,0.258,0.008,0.878,1.279,0.259,10.013,8.734,1.492,3.484,0.88,0.024,2.86,4.203,0.863,10.013,8.734,1.492,3.484,0.88,0.024,2.86,4.203,0.863,7.831,6.644,1.101,2.714,0.662,0.019,2.253,3.29,0.673,7.831,6.644,1.101,2.714,0.662,0.019,2.253,3.29,0.673,
0.217,0.066,0.006,0.218,0.034,0.0,0.155,0.096,0.003,0.234,0.072,0.006,0.238,0.036,0.0,0.168,0.102,0.003,0.234,0.072,0.006,0.238,0.036,0.0,0.168,0.102,0.003,0.264,0.083,0.007,0.27,0.041,0.001,0.192,0.118,0.004,0.264,0.083,0.007,0.27,0.041,0.001,0.192,0.118,0.004,0.836,0.253,0.027,0.865,0.125,0.002,0.606,0.358,0.012,0.836,0.253,0.027,0.865,0.125,0.002,0.606,0.358,0.012,0.68,0.211,0.02,0.699,0.105,0.002,0.493,0.302,0.01,0.68,0.211,0.02,0.699,0.105,0.002,0.493,0.302,0.01,
0.162,0.743,0.216,0.126,0.204,0.008,0.204,1.258,0.267,0.178,0.826,0.244,0.131,0.22,0.008,0.214,1.382,0.287,0.178,0.826,0.244,0.131,0.22,0.008,0.214,1.382,0.287,0.207,0.97,0.29,0.159,0.26,0.01,0.253,1.612,0.348,0.207,0.97,0.29,0.159,0.26,0.01,0.253,1.612,0.348,0.592,3.067,0.947,0.463,0.787,0.028,0.772,4.999,1.021,0.592,3.067,0.947,0.463,0.787,0.028,0.772,4.999,1.021,0.499,2.428,0.733,0.384,0.632,0.023,0.618,4.033,0.838,0.499,2.428,0.733,0.384,0.632,0.023,0.618,4.033,0.838,
0.116,1.132,0.31,0.075,0.18,0.009,0.062,0.497,0.174,0.124,1.248,0.344,0.078,0.199,0.009,0.064,0.529,0.192,0.124,1.248,0.344,0.078,0.199,0.009,0.064,0.529,0.192,0.144,1.458,0.403,0.092,0.233,0.011,0.077,0.625,0.228,0.144,1.458,0.403,0.092,0.233,0.011,0.077,0.625,0.228,0.431,4.532,1.275,0.248,0.661,0.034,0.208,1.831,0.664,0.431,4.532,1.275,0.248,0.661,0.034,0.208,1.831,0.664,0.357,3.65,1.015,0.22,0.564,0.026,0.181,1.51,0.555,0.357,3.65,1.015,0.22,0.564,0.026,0.181,1.51,0.555,
0.278,0.289,0.022,0.269,0.088,0.001,0.148,0.218,0.024,0.288,0.313,0.024,0.277,0.092,0.0,0.152,0.227,0.026,0.288,0.313,0.024,0.277,0.092,0.0,0.152,0.227,0.026,0.335,0.356,0.027,0.327,0.108,0.001,0.177,0.263,0.03,0.335,0.356,0.027,0.327,0.108,0.001,0.177,0.263,0.03,0.994,1.17,0.082,0.936,0.326,0.002,0.505,0.805,0.099,0.994,1.17,0.082,0.936,0.326,0.002,0.505,0.805,0.099,0.802,0.911,0.068,0.78,0.265,0.002,0.425,0.651,0.078,0.802,0.911,0.068,0.78,0.265,0.002,0.425,0.651,0.078,
1.23,0.827,0.07,0.54,0.186,0.002,0.932,2.467,0.567,1.351,0.944,0.081,0.598,0.211,0.002,0.997,2.742,0.627,1.351,0.944,0.081,0.598,0.211,0.002,0.997,2.742,0.627,1.577,1.09,0.094,0.705,0.245,0.002,1.174,3.167,0.737,1.577,1.09,0.094,0.705,0.245,0.002,1.174,3.167,0.737,5.133,3.802,0.325,2.123,0.803,0.007,3.58,10.554,2.354,5.133,3.802,0.325,2.123,0.803,0.007,3.58,10.554,2.354,4.031,2.876,0.252,1.746,0.632,0.006,2.898,8.163,1.874,4.031,2.876,0.252,1.746,0.632,0.006,2.898,8.163,1.874,
0.099,0.214,0.026,0.107,0.11,0.004,0.063,0.246,0.045,0.099,0.219,0.028,0.11,0.114,0.004,0.064,0.251,0.048,0.099,0.219,0.028,0.11,0.114,0.004,0.064,0.251,0.048,0.121,0.259,0.033,0.13,0.132,0.005,0.077,0.295,0.054,0.121,0.259,0.033,0.13,0.132,0.005,0.077,0.295,0.054,0.343,0.812,0.105,0.389,0.4,0.015,0.218,0.894,0.175,0.343,0.812,0.105,0.389,0.4,0.015,0.218,0.894,0.175,0.28,0.655,0.085,0.317,0.331,0.012,0.183,0.734,0.144,0.28,0.655,0.085,0.317,0.331,0.012,0.183,0.734,0.144,
0.725,0.533,0.027,1.156,0.247,0.003,0.335,0.344,0.051,0.805,0.607,0.03,1.296,0.275,0.003,0.363,0.387,0.058,0.805,0.607,0.03,1.296,0.275,0.003,0.363,0.387,0.058,0.926,0.689,0.034,1.499,0.324,0.004,0.421,0.443,0.067,0.926,0.689,0.034,1.499,0.324,0.004,0.421,0.443,0.067,2.857,2.21,0.112,4.751,0.946,0.011,1.312,1.428,0.208,2.857,2.21,0.112,4.751,0.946,0.011,1.312,1.428,0.208,2.332,1.786,0.089,3.84,0.808,0.009,1.055,1.139,0.174,2.332,1.786,0.089,3.84,0.808,0.009,1.055,1.139,0.174,
0.124,0.686,0.18,0.025,0.203,0.011,0.023,0.547,0.167,0.139,0.763,0.2,0.028,0.232,0.013,0.024,0.605,0.181,0.139,0.763,0.2,0.028,0.232,0.013,0.024,0.605,0.181,0.157,0.859,0.224,0.031,0.259,0.015,0.028,0.686,0.203,0.157,0.859,0.224,0.031,0.259,0.015,0.028,0.686,0.203,0.537,2.627,0.702,0.098,0.757,0.042,0.084,2.11,0.598,0.537,2.627,0.702,0.098,0.757,0.042,0.084,2.11,0.598,0.41,2.163,0.571,0.081,0.649,0.036,0.07,1.723,0.501,0.41,2.163,0.571,0.081,0.649,0.036,0.07,1.723,0.501,
1.17,0.977,0.099,0.834,0.193,0.004,0.418,0.644,0.091,1.276,1.079,0.115,0.906,0.21,0.005,0.456,0.704,0.104,1.276,1.079,0.115,0.906,0.21,0.005,0.456,0.704,0.104,1.477,1.24,0.129,1.056,0.244,0.006,0.533,0.813,0.119,1.477,1.24,0.129,1.056,0.244,0.006,0.533,0.813,0.119,4.695,4.071,0.434,3.284,0.752,0.018,1.668,2.541,0.407,4.695,4.071,0.434,3.284,0.752,0.018,1.668,2.541,0.407,3.767,3.251,0.351,2.672,0.612,0.016,1.347,2.077,0.318,3.767,3.251,0.351,2.672,0.612,0.016,1.347,2.077,0.318,
