1.181,1.099,0.987,1.337,1.126,1.234,1.041,1.021,1.175,
1.163,1.181,1.446,1.283,1.096,-1.0,0.974,1.125,1.072,
1.11,1.03,1.013,0.962,1.05,1.1,1.072,1.071,1.132,
1.018,0.973,0.946,0.959,1.059,1.298,1.123,1.089,1.143,
1.203,0.988,1.248,1.355,1.116,1.207,1.147,1.093,1.448,
1.215,1.088,1.103,1.23,1.075,0.846,1.092,1.047,1.06,
1.045,0.997,1.098,1.098,1.067,1.26,1.058,1.103,1.114,
1.251,1.16,0.918,1.382,1.245,1.698,1.198,1.111,1.077,
1.029,0.967,1.035,1.062,1.055,1.209,1.278,1.049,1.236,
1.232,1.182,1.092,1.359,1.216,1.015,1.183,1.1,1.103,
1.316,1.224,1.302,1.365,1.359,1.975,1.168,1.175,1.156,
1.202,1.12,1.06,1.147,1.133,1.052,1.151,1.031,1.181,
0.994,0.85,0.844,1.159,1.109,1.204,1.034,1.114,1.076,
1.106,1.033,1.142,1.154,1.19,1.282,1.164,1.081,1.192,
1.004,0.893,0.832,1.037,0.88,0.843,1.237,0.985,0.996,
1.186,1.065,0.96,1.196,1.151,1.184,1.167,1.006,1.228,
1.252,1.102,0.904,1.268,1.196,1.422,0.977,1.033,1.281,
1.173,1.106,1.077,1.339,1.169,1.409,1.075,1.06,1.047,
1.094,1.043,0.843,1.128,1.037,0.0,1.199,0.989,1.103,
1.214,1.006,0.91,1.272,1.122,0.961,1.172,1.091,0.938,
