0.791,0.383,0.064,0.418,0.113,0.005,0.273,0.257,0.054,1.011,0.708,0.11,0.257,0.099,0.003,0.284,0.349,0.072,1.357,1.158,0.177,0.424,0.198,0.0,0.466,0.606,0.145,4.922,3.327,0.408,1.796,0.601,0.005,1.579,1.944,0.448,4.633,2.397,0.29,2.67,0.791,0.013,0.965,1.279,0.276,
0.035,0.024,0.0,0.067,0.013,0.0,0.051,0.035,0.0,0.024,0.005,0.0,0.024,0.003,0.0,0.024,0.016,0.005,0.048,0.019,0.003,0.062,0.021,0.0,0.075,0.051,0.0,0.198,0.155,0.013,0.257,0.059,0.0,0.308,0.349,0.019,0.193,0.086,0.0,0.37,0.046,0.0,0.198,0.153,0.008,
0.048,0.166,0.027,0.056,0.088,0.0,0.105,0.34,0.056,0.094,0.491,0.097,0.088,0.174,0.008,0.102,0.772,0.188,0.067,0.367,0.147,0.056,0.134,0.008,0.105,0.732,0.214,0.319,1.445,0.332,0.324,0.625,0.024,0.66,2.887,0.879,0.166,0.995,0.217,0.26,0.523,0.027,0.359,1.981,0.531,
0.056,0.367,0.091,0.046,0.137,0.003,0.024,0.198,0.097,0.102,1.71,0.228,0.062,0.402,0.019,0.048,0.496,0.19,0.064,0.804,0.268,0.024,0.134,0.011,0.048,0.402,0.236,0.276,3.099,0.815,0.255,0.936,0.113,0.196,1.662,0.831,0.188,1.877,0.485,0.206,0.81,0.075,0.113,0.807,0.448,
0.174,0.161,0.016,0.134,0.056,0.0,0.07,0.115,0.011,0.113,0.137,0.0,0.072,0.046,0.0,0.054,0.107,0.016,0.11,0.123,0.013,0.083,0.091,0.0,0.056,0.147,0.032,0.499,0.45,0.075,0.681,0.346,0.011,0.362,0.619,0.088,0.434,0.466,0.04,0.702,0.3,0.011,0.287,0.391,0.075,
0.257,0.193,0.021,0.499,0.18,0.003,0.445,0.909,0.279,0.263,0.33,0.029,0.233,0.113,0.003,0.426,1.257,0.464,0.394,0.461,0.056,0.292,0.22,0.003,0.635,1.673,0.539,2.145,1.601,0.166,1.477,0.625,0.021,2.517,5.383,1.437,1.472,1.088,0.099,1.909,0.649,0.016,1.587,3.536,1.265,
0.051,0.126,0.011,0.046,0.07,0.0,0.056,0.137,0.029,0.059,0.139,0.016,0.024,0.054,0.0,0.027,0.083,0.024,0.027,0.091,0.029,0.035,0.048,0.0,0.043,0.134,0.059,0.233,0.386,0.064,0.174,0.268,0.013,0.249,0.517,0.15,0.118,0.263,0.04,0.182,0.212,0.005,0.118,0.343,0.091,
0.233,0.147,0.016,0.391,0.123,0.005,0.088,0.099,0.043,0.196,0.08,0.008,0.115,0.105,0.0,0.094,0.15,0.016,0.399,0.26,0.027,0.282,0.231,0.003,0.201,0.265,0.051,1.909,1.338,0.105,2.26,0.869,0.032,0.971,1.214,0.164,1.046,0.753,0.056,3.212,1.04,0.035,0.587,0.772,0.137,
0.024,0.391,0.107,0.027,0.174,0.005,0.016,0.233,0.088,0.019,0.335,0.054,0.008,0.086,0.003,0.005,0.174,0.04,0.038,1.166,0.19,0.054,0.359,0.011,0.013,0.676,0.225,0.153,1.794,0.547,0.118,0.791,0.11,0.072,1.383,0.729,0.056,0.71,0.209,0.088,0.542,0.04,0.029,0.788,0.324,
0.493,0.338,0.048,0.295,0.129,0.0,0.134,0.201,0.027,0.298,0.33,0.021,0.075,0.118,0.003,0.139,0.265,0.019,0.595,0.603,0.062,0.201,0.188,0.005,0.3,0.496,0.067,3.011,2.981,0.29,1.748,0.895,0.035,1.204,1.973,0.327,1.735,1.475,0.115,2.477,0.836,0.046,0.684,1.134,0.166,
0.099,0.094,0.0,0.054,0.046,0.0,0.046,0.075,0.019,0.04,0.107,0.008,0.021,0.019,0.0,0.027,0.046,0.005,0.059,0.105,0.003,0.035,0.051,0.003,0.064,0.094,0.021,0.515,0.759,0.032,0.298,0.201,0.011,0.26,0.432,0.107,0.408,0.397,0.016,0.365,0.182,0.0,0.102,0.223,0.043,
0.054,0.164,0.021,0.043,0.078,0.0,0.04,0.193,0.04,0.064,0.214,0.051,0.013,0.062,0.003,0.021,0.239,0.115,0.072,0.249,0.051,0.062,0.147,0.008,0.11,0.512,0.217,0.426,0.769,0.22,0.287,0.421,0.029,0.399,1.601,0.609,0.201,0.504,0.121,0.223,0.314,0.021,0.284,1.115,0.394,
0.097,0.19,0.051,0.062,0.064,0.005,0.22,0.528,0.177,0.04,0.164,0.038,0.029,0.056,0.011,0.155,0.48,0.147,0.118,0.48,0.11,0.04,0.075,0.005,0.247,0.812,0.268,0.373,0.724,0.223,0.158,0.295,0.027,0.743,2.062,0.845,0.228,0.496,0.115,0.26,0.332,0.046,0.657,2.126,0.542,
0.035,0.161,0.011,0.011,0.064,0.0,0.029,0.113,0.011,0.04,0.182,0.029,0.005,0.08,0.0,0.011,0.097,0.011,0.051,0.188,0.013,0.035,0.043,0.003,0.038,0.172,0.043,0.244,0.895,0.147,0.107,0.306,0.024,0.15,0.568,0.198,0.105,0.464,0.078,0.099,0.265,0.021,0.072,0.239,0.075,
0.029,0.386,0.043,0.016,0.169,0.0,0.027,0.265,0.043,0.019,0.273,0.04,0.016,0.105,0.003,0.011,0.196,0.035,0.059,1.062,0.134,0.048,0.394,0.005,0.064,0.665,0.107,0.15,1.418,0.185,0.064,0.627,0.035,0.105,1.118,0.212,0.107,0.743,0.091,0.051,0.332,0.003,0.056,0.579,0.105,
0.121,0.158,0.027,0.174,0.164,0.003,0.105,0.354,0.038,0.142,0.343,0.062,0.056,0.102,0.0,0.129,0.346,0.062,0.193,0.37,0.078,0.164,0.185,0.013,0.212,0.954,0.158,1.0,1.279,0.214,0.651,0.63,0.027,0.831,2.33,0.528,0.71,1.059,0.193,0.713,0.603,0.04,0.544,1.662,0.263,
0.129,0.155,0.035,0.206,0.206,0.005,0.107,0.26,0.032,0.11,0.214,0.038,0.129,0.166,0.008,0.072,0.33,0.054,0.19,0.367,0.072,0.206,0.265,0.008,0.271,1.021,0.131,0.879,1.255,0.161,0.901,1.097,0.067,0.981,2.19,0.488,0.579,0.836,0.064,0.989,1.161,0.029,0.483,1.488,0.268,
0.322,0.204,0.011,0.646,0.252,0.008,0.123,0.196,0.027,0.295,0.177,0.013,0.279,0.198,0.003,0.206,0.22,0.038,0.689,0.501,0.048,0.753,0.346,0.013,0.322,0.512,0.056,2.241,1.442,0.166,3.319,1.464,0.038,1.236,1.689,0.236,1.536,0.973,0.105,4.576,1.708,0.029,0.727,1.102,0.177,
0.038,0.067,0.013,0.027,0.024,0.0,0.008,0.038,0.0,0.019,0.11,0.003,0.005,0.046,0.0,0.008,0.064,0.016,0.013,0.046,0.005,0.011,0.027,0.0,0.003,0.043,0.005,0.08,0.142,0.027,0.072,0.129,0.003,0.032,0.166,0.029,0.067,0.169,0.021,0.043,0.046,0.008,0.029,0.091,0.013,
