0.546,0.411,0.348,0.765,0.814,1.178,0.562,0.475,0.406,0.658,0.711,0.645,0.324,0.671,0.521,0.673,0.634,0.682,0.658,0.711,0.645,0.324,0.671,0.521,0.673,0.634,0.682,0.789,1.102,1.341,0.508,0.614,0.493,1.019,1.097,1.383,0.789,1.102,1.341,0.508,0.614,0.493,1.019,1.097,1.383,1.171,1.204,1.315,0.909,0.973,1.263,1.253,1.286,1.286,1.171,1.204,1.315,0.909,0.973,1.263,1.253,1.286,1.286,1.108,0.983,0.801,1.607,1.354,1.034,0.924,0.864,0.771,1.108,0.983,0.801,1.607,1.354,1.034,0.924,0.864,0.771,
0.875,0.939,1.935,0.903,1.247,0.0,0.789,0.65,1.894,0.469,0.283,0.0,0.227,0.43,0.0,0.497,0.473,0.322,0.469,0.283,0.0,0.227,0.43,0.0,0.497,0.473,0.322,0.94,1.036,0.0,0.542,0.719,0.0,0.958,0.865,1.365,0.94,1.036,0.0,0.542,0.719,0.0,0.958,0.865,1.365,1.128,1.43,2.107,1.033,1.073,0.0,1.33,1.256,0.72,1.128,1.43,2.107,1.033,1.073,0.0,1.33,1.256,0.72,1.085,0.727,0.266,1.421,1.147,0.0,0.78,0.922,1.272,1.085,0.727,0.266,1.421,1.147,0.0,0.78,0.922,1.272,
0.712,0.437,0.362,0.609,0.482,0.494,0.888,0.431,0.542,0.953,1.281,0.768,0.932,1.129,1.03,0.639,0.975,0.726,0.953,1.281,0.768,0.932,1.129,1.03,0.639,0.975,0.726,0.824,0.753,0.978,0.815,0.532,0.394,0.564,0.809,0.744,0.824,0.753,0.978,0.815,0.532,0.394,0.564,0.809,0.744,1.227,1.267,1.374,1.161,1.18,1.54,1.302,1.298,1.44,1.227,1.267,1.374,1.161,1.18,1.54,1.302,1.298,1.44,0.899,0.838,0.857,0.981,1.073,0.77,0.925,0.894,0.81,0.899,0.838,0.857,0.981,1.073,0.77,0.925,0.894,0.81,
0.641,0.655,0.588,0.649,0.502,0.198,0.741,0.586,0.344,1.52,1.486,0.844,1.127,1.703,0.524,0.862,1.044,0.688,1.52,1.486,0.844,1.127,1.703,0.524,0.862,1.044,0.688,0.581,0.646,1.017,0.154,0.457,0.253,0.681,0.793,0.786,0.581,0.646,1.017,0.154,0.457,0.253,0.681,0.793,0.786,1.202,1.312,1.444,1.224,1.087,1.724,1.381,1.388,1.495,1.202,1.312,1.444,1.224,1.087,1.724,1.381,1.388,1.495,0.813,0.713,0.661,1.074,1.055,0.961,0.79,0.734,0.815,0.813,0.713,0.661,1.074,1.055,0.961,0.79,0.734,0.815,
1.195,1.15,1.779,0.725,0.655,0.0,0.787,0.661,0.301,0.508,0.925,0.397,0.341,0.739,1.267,0.626,0.785,0.502,0.508,0.925,0.397,0.341,0.739,1.267,0.626,0.785,0.502,0.594,0.893,0.161,0.372,0.717,1.123,0.619,0.823,0.426,0.594,0.893,0.161,0.372,0.717,1.123,0.619,0.823,0.426,1.016,0.985,1.25,1.079,1.286,1.41,1.34,1.309,1.585,1.016,0.985,1.25,1.079,1.286,1.41,1.34,1.309,1.585,1.206,0.991,1.027,1.421,0.963,0.818,0.928,0.892,0.923,1.206,0.991,1.027,1.421,0.963,0.818,0.928,0.892,0.923,
0.605,0.478,0.566,1.074,1.112,0.0,0.816,0.725,0.614,0.53,0.704,0.554,0.426,0.531,0.909,0.628,0.791,0.901,0.53,0.704,0.554,0.426,0.531,0.909,0.628,0.791,0.901,0.641,0.909,0.95,0.569,0.78,1.885,0.951,1.053,1.003,0.641,0.909,0.95,0.569,0.78,1.885,0.951,1.053,1.003,1.31,1.302,1.218,0.935,1.033,1.364,1.234,1.207,1.087,1.31,1.302,1.218,0.935,1.033,1.364,1.234,1.207,1.087,1.027,0.922,0.986,1.401,1.166,0.592,0.883,0.869,1.042,1.027,0.922,0.986,1.401,1.166,0.592,0.883,0.869,1.042,
1.011,1.089,0.944,0.698,0.852,3.25,0.824,0.897,0.42,0.766,0.873,0.364,0.371,0.512,0.88,0.673,0.709,0.716,0.766,0.873,0.364,0.371,0.512,0.88,0.673,0.709,0.716,0.63,0.961,1.075,0.874,0.652,0.0,0.939,0.936,0.804,0.63,0.961,1.075,0.874,0.652,0.0,0.939,0.936,0.804,1.249,1.084,1.349,1.182,1.308,1.061,1.146,1.207,1.311,1.249,1.084,1.349,1.182,1.308,1.061,1.146,1.207,1.311,0.916,0.895,0.819,1.055,0.911,0.599,0.969,0.884,0.939,0.916,0.895,0.819,1.055,0.911,0.599,0.969,0.884,0.939,
0.589,0.505,0.309,0.543,0.59,0.0,0.578,0.531,0.92,0.353,0.35,0.45,0.174,0.327,0.0,0.481,0.49,0.382,0.353,0.35,0.45,0.174,0.327,0.0,0.481,0.49,0.382,0.708,0.975,1.205,0.35,0.746,0.0,0.899,0.898,0.657,0.708,0.975,1.205,0.35,0.746,0.0,0.899,0.898,0.657,1.471,1.472,1.656,1.079,1.026,1.62,1.317,1.38,1.414,1.471,1.472,1.656,1.079,1.026,1.62,1.317,1.38,1.414,0.905,0.813,0.52,1.545,1.407,1.213,0.957,0.908,0.856,0.905,0.813,0.52,1.545,1.407,1.213,0.957,0.908,0.856,
0.72,0.777,0.97,0.715,0.752,0.68,0.699,0.813,0.655,0.38,0.451,0.372,0.0,0.315,0.242,0.327,0.372,0.401,0.38,0.451,0.372,0.0,0.315,0.242,0.327,0.372,0.401,1.077,1.667,1.465,1.234,1.535,0.976,0.266,1.597,1.1,1.077,1.667,1.465,1.234,1.535,0.976,0.266,1.597,1.1,1.624,1.312,1.419,1.084,1.143,1.584,1.768,1.284,1.448,1.624,1.312,1.419,1.084,1.143,1.584,1.768,1.284,1.448,0.525,0.615,0.557,1.146,0.941,0.747,0.618,0.692,0.763,0.525,0.615,0.557,1.146,0.941,0.747,0.618,0.692,0.763,
0.785,0.657,0.809,0.622,0.469,0.255,0.548,0.528,0.463,0.377,0.463,0.294,0.219,0.394,0.53,0.41,0.551,0.504,0.377,0.463,0.294,0.219,0.394,0.53,0.41,0.551,0.504,0.659,0.719,0.699,0.354,0.568,0.614,0.828,0.739,0.74,0.659,0.719,0.699,0.354,0.568,0.614,0.828,0.739,0.74,1.397,1.486,1.575,1.075,1.245,1.601,1.431,1.43,1.575,1.397,1.486,1.575,1.075,1.245,1.601,1.431,1.43,1.575,0.909,0.813,0.762,1.533,1.239,0.72,0.868,0.892,0.77,0.909,0.813,0.762,1.533,1.239,0.72,0.868,0.892,0.77,
