0.943,1.061,1.273,1.414,-1.0,-1.0,0.424,1.35,-1.0,
1.273,-1.0,-1.0,-1.0,-1.0,-1.0,2.121,-1.0,-1.0,
2.121,1.364,-1.0,1.414,-1.0,-1.0,2.121,0.848,-1.0,
2.121,0.99,1.061,1.414,1.414,-1.0,-1.0,1.061,-1.0,
2.121,0.53,-1.0,1.856,1.414,-1.0,0.707,-1.0,-1.0,
0.964,1.178,-1.0,1.476,1.061,-1.0,0.0,1.061,1.697,
-1.0,1.273,-1.0,1.414,1.061,-1.0,1.061,-1.0,-1.0,
1.485,2.121,-1.0,1.061,1.061,-1.0,2.121,2.121,-1.0,
0.0,0.943,1.061,-1.0,1.061,-1.0,-1.0,1.326,1.414,
0.864,0.707,-1.0,1.131,1.469,-1.0,0.354,1.736,-1.0,
1.515,2.121,-1.0,1.591,-1.0,-1.0,1.061,1.061,-1.0,
0.707,0.0,-1.0,-1.0,0.0,-1.0,0.0,0.0,0.707,
-1.0,1.061,-1.0,2.121,-1.0,-1.0,1.273,1.061,2.121,
1.273,2.121,-1.0,1.273,1.061,1.061,-1.0,0.707,-1.0,
1.768,1.212,-1.0,0.848,1.326,-1.0,2.121,1.061,-1.0,
1.061,1.061,-1.0,0.795,2.121,-1.0,0.0,0.943,-1.0,
1.414,0.0,1.061,1.818,0.909,-1.0,0.909,-1.0,2.121,
1.723,0.0,-1.0,1.497,2.121,-1.0,0.0,1.157,-1.0,
-1.0,2.121,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,
1.212,0.707,-1.0,1.273,2.121,-1.0,-1.0,0.0,-1.0,
